Time,Signal
0.0,0.8477361705331512
0.008,0.06652093475986649
0.016,0.40101669180918553
0.024,0.4578029414390581
0.032,0.9904443879157229
0.04,0.9978531763222249
0.048,0.5003307178445642
0.056,0.9030309368715024
0.064,0.992928666078249
0.07200000000000001,0.8014843315759058
0.08,0.5663909307259912
0.088,0.9208624425361699
0.096,0.6675892856241397
0.10400000000000001,0.38081488777778844
0.112,0.9808983450383818
0.12,0.8240991055482176
0.128,0.5183564893213601
0.136,0.5648780686239346
0.14400000000000002,0.43315464917075086
0.152,0.842263088320743
0.16,0.8400936484712772
0.168,0.9839919451840103
0.176,0.7311698077021497
0.184,0.9992779815717221
0.192,0.16533474703538448
0.2,0.13028835023257854
0.20800000000000002,0.46531369508783804
0.216,0.30022269040527727
0.224,0.29406067044523476
0.232,0.22711359234443892
0.24,0.9079210997785296
0.248,0.8479631941145492
0.256,0.3918774032653876
0.264,0.6430201421907297
0.272,0.5843810401903956
0.28,0.8196998268556717
0.28800000000000003,0.9631050036388187
0.296,0.9991532004938506
0.304,0.629558709172395
0.312,0.6364615557988699
0.32,0.9532735941387728
0.328,0.9263781185483272
0.336,0.06279663262092708
0.34400000000000003,0.8840238584279799
0.352,0.9951455612109174
0.36,0.7381732845919405
0.368,0.20536242365702562
0.376,0.08367881148341616
0.384,0.7462799178343548
0.392,0.9962487229893524
0.4,0.6739391934967246
0.40800000000000003,0.7972692683603837
0.41600000000000004,0.9785013701843327
0.424,0.11848550094101082
0.432,0.2609737112061934
0.44,0.997890608547595
0.448,0.9292731686359189
0.456,0.1569247377237229
0.464,0.9826058808474223
0.47200000000000003,0.9999399181332757
0.48,0.21279362258588552
0.488,0.19950806173233018
0.496,0.4161029116720038
0.504,0.9199453035808174
0.512,0.9868232503375459
0.52,0.9105082401055576
0.528,0.11498139925697072
0.536,0.12742510950999503
0.544,0.8089563433514187
0.552,0.4487978941804328
0.56,0.21499412908477256
0.5680000000000001,0.6995892647266662
0.5760000000000001,0.2075857763549079
0.584,0.9992570617169823
0.592,0.446750525951209
0.6,0.9992659973991849
0.608,0.5825678752480106
0.616,0.2284964530344574
0.624,0.3081817818440861
0.632,0.9366227147752598
0.64,0.6062697187500177
0.648,0.9942878152697481
0.656,0.17161411792746364
0.664,0.5155428503210052
0.672,0.4021456885438927
0.68,0.058350796446048826
0.6880000000000001,0.9807136791960279
0.6960000000000001,0.389230846393976
0.704,0.9927911706210022
0.712,0.6255120010431758
0.72,0.6803240740651185
0.728,0.051358900307740915
0.736,0.9658600178091092
0.744,0.7082165318064138
