Time,Signal
0.0,-0.48684809336582807
0.002777777777777778,-0.8528966825937879
0.005555555555555556,0.13128878076609998
0.008333333333333333,-0.13610634937955257
0.011111111111111112,-0.9621600116903151
0.01388888888888889,0.9159212112733911
0.016666666666666666,-0.965583663536021
0.019444444444444445,0.9906532261817282
0.022222222222222223,-0.6479328753911259
0.025,0.5518570930309074
0.02777777777777778,-0.09771409077652897
0.030555555555555558,-0.42683822695663054
0.03333333333333333,0.5514777421301769
0.036111111111111115,0.7094169709785398
0.03888888888888889,-0.8544904966428606
0.04166666666666667,0.5717530581567793
0.044444444444444446,-0.9560361872255884
0.04722222222222222,-0.9377215689698711
0.05,0.7367246736815077
0.05277777777777778,-0.9130114418999414
0.05555555555555556,0.7817417830807342
0.058333333333333334,-0.6339893821987383
0.061111111111111116,0.6323464823315543
0.0638888888888889,-0.9997405423585426
0.06666666666666667,0.9999719348021593
0.06944444444444445,0.9944367308615185
0.07222222222222223,-0.666411120958709
0.075,-0.978932776407037
0.07777777777777778,0.9940635990468504
0.08055555555555556,-0.8906463378774867
0.08333333333333334,-0.6125826783329995
0.08611111111111111,0.5159672691418301
0.08888888888888889,0.36360610615080496
0.09166666666666667,0.22229118036061093
0.09444444444444444,0.0895580019676686
0.09722222222222222,0.019144146813459453
0.1,0.9051505373653514
0.10277777777777779,-0.9114228653658425
0.10555555555555556,0.9371485351983746
0.10833333333333334,-0.9953703607814071
0.11111111111111112,0.8044285782615469
0.11388888888888889,-0.9302220503945071
0.11666666666666667,0.04749079971198199
0.11944444444444445,-0.12204316030177373
0.12222222222222223,-0.565322603140018
0.125,-0.9292390462497097
0.1277777777777778,0.7838314564486975
0.13055555555555556,-0.5222148908545937
0.13333333333333333,0.5943842595797837
0.13611111111111113,-0.284160111036471
0.1388888888888889,0.8368253363751361
0.14166666666666666,-0.9812281425111955
0.14444444444444446,0.19136957877607397
0.14722222222222223,0.2699868591294149
0.15,-0.7936580406025899
0.1527777777777778,0.9575685119844497
0.15555555555555556,-0.0916366653381958
0.15833333333333333,-0.9809640072910439
0.16111111111111112,0.16865286194007995
0.1638888888888889,-0.24991379632406774
0.16666666666666669,0.815853947651851
0.16944444444444445,-0.65255341191473
0.17222222222222222,0.9849760770028814
0.17500000000000002,-0.9547826927793196
0.17777777777777778,0.15981580110877108
0.18055555555555555,-0.01821020272288755
0.18333333333333335,0.19234883498818411
0.18611111111111112,0.004412561278083262
0.18888888888888888,-0.4018410523151277
0.19166666666666668,0.8676604725134314
0.19444444444444445,0.7340023993333011
0.19722222222222224,-0.96640622043453
0.2,0.9159529366092974
0.20277777777777778,-0.2569472774658639
0.20555555555555557,0.9506437676846571
0.20833333333333334,0.7538238932118239
0.2111111111111111,-0.980618056180783
0.2138888888888889,-0.02821668340781415
0.21666666666666667,0.9931716959668712
0.21944444444444444,-0.3726826758063885
0.22222222222222224,-0.9954395701015577
0.225,-0.18323992455270205
0.22777777777777777,0.4815495510165437
0.23055555555555557,-0.9976797468197937
0.23333333333333334,0.2528750670298016
0.23611111111111113,-0.6091342066114782
0.2388888888888889,0.41549453646571016
0.24166666666666667,0.9780010107538676
0.24444444444444446,-0.9969734128407621
0.24722222222222223,0.7436003158263826
0.25,-0.9706226353483899
0.25277777777777777,0.9820442390381499
0.2555555555555556,-0.9829265277805556
0.25833333333333336,0.7340021814291421
0.2611111111111111,0.13105639128368363
0.2638888888888889,0.6869938528747132
0.26666666666666666,-0.005740942959953409
0.26944444444444443,0.4090460235023075
0.27222222222222225,-0.5688562133332228
0.275,-0.5477180372914934
0.2777777777777778,0.053486375147902214
0.28055555555555556,-0.6665874011917519
0.2833333333333333,0.13314938831606518
0.28611111111111115,0.09321350370838019
0.2888888888888889,0.7842840352291139
0.2916666666666667,-0.17901670865577315
0.29444444444444445,-0.9851889611326017
0.2972222222222222,-0.32580830688219276
0.3,0.6067963263782797
0.3027777777777778,-0.47598940159989384
0.3055555555555556,-0.785827015655727
0.30833333333333335,-0.250876830932859
0.3111111111111111,-0.8367014610142458
0.3138888888888889,0.37367775839239914
0.31666666666666665,0.2521142777693546
0.3194444444444445,-0.7055351068652975
0.32222222222222224,0.9996731372188006
0.325,-0.5331802710498754
